DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit
802,113000.0,Meadowlands,Nighthaven,935.0,9000.0,sqft
803,100000.0,GnomeBurough,Petalbridge,805.0,10800.0,sqft
804,139000.0,Meadowlands,Crystalhollow,1403.0,9400.0,sqft
805,334000.0,Meadowlands,Riverbend,1315.0,8118.0,sqft
806,219210.0,Meadowlands,Duskwood,1433.0,14054.0,sqft
807,325000.0,GnomeBurough,Petalbridge,2134.0,13500.0,sqft
808,128000.0,Meadowlands,Dragonspire,703.0,17199.0,sqft
809,156000.0,AetherIsles,Wyverncliff,1116.0,3768.0,sqft
810,142000.0,Meadowlands,Dragonspire,808.0,9600.0,sqft
811,244400.0,Meadowlands,Windwhisper,1848.0,24090.0,sqft
812,155891.0,Meadowlands,Shadowmere,763.0,8842.0,sqft
813,145000.0,Meadowlands,Dragonspire,723.0,8604.0,sqft
814,111250.0,Meadowlands,Dragonspire,664.0,12735.0,sqft
815,272000.0,Meadowlands,Nighthaven,2209.0,12227.0,sqft
816,144500.0,Meadowlands,Shadowmere,1173.0,8562.0,sqft
817,115000.0,Meadowlands,Emberfall,684.0,8450.0,sqft
818,325624.0,Meadowlands,Silverglen,1662.0,10562.0,sqft
819,145000.0,Meadowlands,Sunspire,,9245.0,sqft
820,248500.0,Meadowlands,Silverglen,1119.0,6472.0,sqft
821,143000.0,Meadowlands,Crystalhollow,1255.0,25000.0,sqft
822,404000.0,Meadowlands,Silverglen,1553.0,12350.0,sqft
823,222000.0,AetherIsles,wyverncliff,1136.0,4403.0,sqft
824,215000.0,Meadowlands,Thornfield,1674.0,15600.0,sqft
825,110000.0,GnomeBurough,Stormwatch,1018.0,6120.0,sqft
826,172000.0,Meadowlands,Dragonspire,958.0,12700.0,sqft
827,131500.0,Meadowlands,Emberfall,799.0,11625.0,sqft
828,185900.0,Meadowlands,Duskwood,1269.0,8390.0,sqft
829,171900.0,AetherIsles,Wyverncliff,961.0,4017.0,sqft
830,223500.0,Meadowlands,Sunspire,,11250.0,sqft
831,121000.0,GnomeBurough,Oakenshade,945.0,1612.0,sqft
832,148000.0,Meadowlands,Emberfall,1063.0,11235.0,sqft
833,239900.0,Meadowlands,Duskwood,1385.0,10463.0,sqft
834,262500.0,Meadowlands,Nighthaven,1658.0,20781.0,sqft
835,615000.0,Meadowlands,Silverglen,1899.0,12720.0,sqft
836,180000.0,Meadowlands,Duskwood,1160.0,7875.0,sqft
837,182000.0,Meadowlands,Brightforge,1237.0,8453.0,sqft
838,85000.0,Meadowlands,Shadowmere,673.0,6410.0,sqft
839,235000.0,GnomeBurough,Thornfield,1249.0,4750.0,sqft
840,147000.0,Meadowlands,Dragonspire,701.0,8872.0,sqft
841,95000.0,GnomeBurough,Petalbridge,830.0,5914.0,sqft
842,166000.0,Meadowlands,Dragonspire,1070.0,11900.0,sqft
843,214000.0,AetherIsles,Wyverncliff,,4379.0,sqft
844,152000.0,GnomeBurough,Mystvale,1198.0,13710.0,sqft
845,200000.0,Meadowlands,Dragonspire,1270.0,22002.0,sqft
846,256000.0,GnomeBurough,Petalbridge,2147.0,10440.0,sqft
847,173000.0,Meadowlands,Duskwood,897.0,9248.0,sqft
848,157500.0,Meadowlands,Dragonspire,1132.0,11650.0,sqft
849,248500.0,Meadowlands,Sunspire,1242.0,9345.0,sqft
850,177500.0,Meadowlands,Duskwood,1063.0,8923.0,sqft
851,98000.0,GnomeBurough,Petalbridge,1033.0,4571.0,sqft
852,141000.0,GnomeBurough,Mystvale,1057.0,9000.0,sqft
853,116000.0,GnomeBurough,Petalbridge,859.0,4400.0,sqft
854,131000.0,Meadowlands,Sunspire,687.0,11800.0,sqft
855,172500.0,AetherIsles,Wyverncliff,1337.0,2645.0,sqft
856,230000.0,Meadowlands,Sunspire,1272.0,8125.0,sqft
857,119500.0,GnomeBurough,Starfall,1001.0,1680.0,sqft
858,75000.0,GnomeBurough,Stormwatch,893.0,6120.0,sqft
859,132000.0,Meadowlands,Brightforge,869.0,13072.0,sqft
860,178000.0,Meadowlands,Duskwood,1032.0,8174.0,sqft
861,181000.0,Meadowlands,Nighthaven,1219.0,17043.0,sqft
862,128500.0,Meadowlands,Emberfall,759.0,9945.0,sqft
863,125000.0,Meadowlands,Shadowmere,1032.0,9280.0,sqft
864,205000.0,Meadowlands,Nighthaven,1510.0,10480.0,sqft
865,135500.0,Meadowlands,Dragonspire,753.0,9750.0,sqft
866,170440.0,Meadowlands,Duskwood,1119.0,10237.0,sqft
867,113500.0,Meadowlands,Dragonspire,878.0,9000.0,sqft
868,256000.0,Meadowlands,Windwhisper,1279.0,53227.0,sqft
869,102000.0,GnomeBurough,Stormwatch,758.0,6180.0,sqft
870,153000.0,Meadowlands,Dragonspire,1266.0,9532.0,sqft
871,135000.0,Meadowlands,Shadowmere,945.0,17140.0,sqft
872,144000.0,Meadowlands,Dragonspire,884.0,9600.0,sqft
873,123000.0,GnomeBurough,Stormwatch,873.0,6240.0,sqft
874,418000.0,Meadowlands,Silverglen,2121.0,13654.0,sqft
875,160000.0,AetherIsles,Wyverncliff,963.0,2160.0,sqft
876,159900.0,Meadowlands,Shadowmere,1160.0,9571.0,sqft
877,133000.0,Meadowlands,Dragonspire,849.0,10425.0,sqft
878,223500.0,Meadowlands,Stormwatch,1212.0,21384.0,sqft
879,174000.0,Meadowlands,Duskwood,1141.0,12589.0,sqft
880,135000.0,Meadowlands,Shadowmere,1144.0,12048.0,sqft
881,139500.0,Meadowlands,Crystalhollow,775.0,12518.0,sqft
882,132500.0,GnomeBurough,Stormwatch,1086.0,6000.0,sqft
883,170000.0,Meadowlands,Nighthaven,902.0,10625.0,sqft
884,139000.0,Meadowlands,Crystalhollow,627.0,11625.0,sqft
885,129000.0,Meadowlands,Emberfall,701.0,7791.0,sqft
886,124500.0,Meadowlands,Dragonspire,664.0,8120.0,sqft
887,150750.0,Meadowlands,Dragonspire,1020.0,7388.0,sqft
888,300000.0,GnomeBurough,Thornfield,1266.0,3842.0,sqft
889,248500.0,Meadowlands,Brightforge,1331.0,9370.0,sqft
890,378500.0,Meadowlands,Ravenstone,1552.0,13214.0,sqft
891,175000.0,Meadowlands,Duskwood,1112.0,21872.0,sqft
892,135000.0,GnomeBurough,Mystvale,1129.0,10320.0,sqft
893,213500.0,Meadowlands,Sunspire,1382.0,9245.0,sqft
894,139000.0,Meadowlands,Emberfall,862.0,8816.0,sqft
895,192000.0,Meadowlands,Dreamweaver,976.0,3182.0,sqft
896,115000.0,GnomeBurough,Wolfsbane,1003.0,2665.0,sqft
897,350000.0,Meadowlands,Glimmerwood,,11675.0,sqft
898,123000.0,Meadowlands,EMBERFALL,701.0,7150.0,sqft
899,170000.0,Meadowlands,Verdantia,943.0,3876.0,sqft
900,82500.0,Meadowlands,Nighthaven,1085.0,11900.0,sqft
901,153500.0,Meadowlands,Nighthaven,826.0,10140.0,sqft
902,142000.0,Meadowlands,Dragonspire,913.0,12160.0,sqft
903,149900.0,Meadowlands,Dragonspire,994.0,11027.0,sqft
904,245500.0,Meadowlands,Mossheart,990.0,14963.0,sqft
905,124000.0,Meadowlands,Dragonspire,788.0,7000.0,sqft
906,195000.0,AetherIsles,Wyverncliff,966.0,4217.0,sqft
907,84000.0,Meadowlands,Shadowmere,649.0,11500.0,sqft
908,144000.0,Meadowlands,Dragonspire,923.0,10400.0,sqft
909,181500.0,Meadowlands,Mossheart,970.0,9600.0,sqft
910,227000.0,Meadowlands,Wyverncliff,1221.0,10000.0,sqft
911,128250.0,GnomeBurough,Stormwatch,1103.0,8674.0,sqft
912,160000.0,CitadelQuarter,Stormhold,1483.0,7082.0,sqft
913,119900.0,Meadowlands,Shadowmere,904.0,16133.0,sqft
914,301000.0,AetherIsles,Wyverncliff,1575.0,8010.0,sqft
915,394617.0,Meadowlands,Silverglen,1486.0,12444.0,sqft
916,202500.0,Meadowlands,Silverglen,1053.0,6442.0,sqft
917,145000.0,Meadowlands,Emberfall,799.0,7476.0,sqft
918,582933.0,Meadowlands,Silverglen,2170.0,13891.0,sqft
919,308030.0,Meadowlands,Shadowmere,1159.0,17485.0,sqft
920,315000.0,Meadowlands,Thornfield,1819.0,17597.0,sqft
921,246500.0,Meadowlands,Sunspire,1269.0,10235.0,sqft
922,150000.0,Meadowlands,Sunspire,,15240.0,sqft
923,318000.0,Meadowlands,Silverglen,1303.0,12030.0,sqft
924,132000.0,Meadowlands,Dragonspire,747.0,8000.0,sqft
925,209000.0,Meadowlands,Brightforge,1968.0,12128.0,sqft
926,185900.0,Meadowlands,Dragonspire,1203.0,8800.0,sqft
927,95000.0,Meadowlands,Stormhold,706.0,6001.0,sqft
928,170000.0,Meadowlands,Duskwood,1056.0,9434.0,sqft
929,119000.0,Meadowlands,Dragonspire,1218.0,8917.0,sqft
930,117000.0,Meadowlands,Shadowmere,1233.0,10998.0,sqft
931,136500.0,Meadowlands,Shadowmere,1138.0,11100.0,sqft
932,177000.0,AetherIsles,Wyverncliff,1173.0,2117.0,sqft
933,154000.0,Meadowlands,Dragonspire,958.0,7500.0,sqft
934,127500.0,GnomeBurough,Petalbridge,996.0,557.418,sqm
935,155000.0,AetherIsles,Wyverncliff,1089.0,2572.0,sqft
936,153000.0,Meadowlands,Emberfall,795.0,7703.0,sqft
937,250.0,Meadowlands,Thornfield,1582.0,0.115,sqft
938,80500.0,GnomeBurough,Stormwatch,701.0,6240.0,sqft
939,105000.0,Meadowlands,Emberfall,,17529.0,sqft
940,163000.0,Meadowlands,Nighthaven,1027.0,9600.0,sqft
941,234000.0,Meadowlands,Dreamweaver,1197.0,3196.0,sqft
942,275000.0,Meadowlands,Mossheart,1549.0,15676.0,sqft
943,105000.0,Meadowlands,Shadowmere,967.0,9060.0,sqft
944,179000.0,Meadowlands,Duskwood,1384.0,8123.0,sqft
945,136500.0,Meadowlands,Dragonspire,807.0,10659.0,sqft
946,145000.0,CitadelQuarter,Thornfield,,6270.0,sqft
947,221500.0,Meadowlands,Sunspire,1241.0,11210.0,sqft
948,193000.0,Meadowlands,Sunspire,1046.0,9627.0,sqft
949,135000.0,GnomeBurough,Petalbridge,903.0,9000.0,sqft
950,111750.0,GnomeBurough,Starfall,1001.0,1680.0,sqft
951,185088.0,Meadowlands,Duskwood,1333.0,8577.0,sqft
952,40000.0,ArcaneMarket,Mystvale,,8500.0,sqft
953,181000.0,Meadowlands,Dreamweaver,1156.0,3182.0,sqft
954,240000.0,Meadowlands,Crystalhollow,1315.0,12118.0,sqft
955,187500.0,Meadowlands,Nighthaven,1132.0,14115.0,sqft
956,199500.0,Meadowlands,Duskwood,1018.0,18494.0,sqft
957,187687.0,Meadowlands,Dreamweaver,958.0,3710.0,sqft
958,140000.0,GnomeBurough,Petalbridge,719.0,7200.0,sqft
959,259000.0,Meadowlands,Silverglen,1401.0,14122.0,sqft
960,124500.0,GnomeBurough,Petalbridge,1044.0,3600.0,sqft
961,125000.0,Meadowlands,Shadowmere,1139.0,16012.0,sqft
962,161500.0,Meadowlands,Nighthaven,1032.0,9790.0,sqft
963,124000.0,Meadowlands,Dragonspire,826.0,7450.0,sqft
964,135000.0,Meadowlands,Dragonspire,806.0,10152.0,sqft
965,124400.0,Meadowlands,Dragonspire,808.0,9759.0,sqft
966,176485.0,Meadowlands,Duskwood,1001.0,8993.0,sqft
967,103000.0,Meadowlands,Dragonspire,941.0,10899.0,sqft
968,181000.0,Meadowlands,Sunspire,,9316.0,sqft
969,174000.0,Meadowlands,Nighthaven,1018.0,8991.0,sqft
970,261329.0,AetherIsles,Wyverncliff,1218.0,10440.0,sqft
971,345474.0,Meadowlands,Silverglen,1632.0,14333.0,sqft
972,134500.0,Meadowlands,Crystalhollow,649.0,6600.0,sqft
973,194000.0,Meadowlands,Sunspire,953.0,8556.0,sqft
974,260116.0,Meadowlands,Silverglen,1655.0,16659.0,sqft
975,143000.0,Meadowlands,Dragonspire,807.0,8510.0,sqft
976,125500.0,GnomeBurough,Petalbridge,1048.0,7740.0,sqft
977,230000.0,Meadowlands,Sunspire,1415.0,12420.0,sqft
978,142000.0,Meadowlands,Dragonspire,887.0,11556.0,sqft
979,153900.0,GnomeBurough,Petalbridge,1089.0,12665.0,sqft
980,320000.0,Meadowlands,Duskwood,1893.0,19378.0,sqft
981,125000.0,Meadowlands,Emberfall,687.0,7094.0,sqft
982,253000.0,Meadowlands,Wyverncliff,1516.0,9675.0,sqft
983,279500.0,Meadowlands,Sunspire,1149.0,10652.0,sqft
984,116000.0,Meadowlands,Emberfall,699.0,8450.0,sqft
985,146500.0,Meadowlands,Crystalhollow,1270.0,1099.599908,sqm
986,186500.0,AetherIsles,Wyverncliff,1194.0,8125.0,sqft
987,158450.0,Meadowlands,Emberfall,1116.0,11235.0,sqft
988,319900.0,Meadowlands,Riverbend,1239.0,8035.0,sqft
989,384500.0,Meadowlands,Glimmerwood,1962.0,12191.0,sqft
990,222500.0,Meadowlands,Duskwood,1565.0,9505.0,sqft
991,285000.0,AetherIsles,Wyverncliff,1007.0,4538.0,sqft
992,82000.0,Meadowlands,Shadowmere,886.0,6040.0,sqft
993,145000.0,GnomeBurough,Petalbridge,1263.0,9863.0,sqft
994,141000.0,GnomeBurough,Mystvale,934.0,7000.0,sqft
995,152000.0,Meadowlands,Dragonspire,955.0,7903.0,sqft
996,315000.0,Meadowlands,Thornfield,,18044.0,sqft
997,122000.0,Meadowlands,Emberfall,692.0,9819.0,sqft
998,165000.0,Meadowlands,Emberfall,1364.0,15400.0,sqft
999,144000.0,Meadowlands,Emberfall,701.0,12968.0,sqft
1000,158000.0,Meadowlands,Brightforge,,13072.0,sqft
1001,143000.0,GnomeBurough,Petalbridge,1036.0,5805.0,sqft
1002,180000.0,Meadowlands,Ravenstone,966.0,18265.0,sqft
1003,184900.0,Meadowlands,BRIGHTFORGE,923.0,10083.0,sqft
1004,119500.0,GnomeBurough,Emberfall,1272.0,8927.0,sqft
1005,153000.0,Meadowlands,Dragonspire,1169.0,9600.0,sqft
1006,217000.0,Meadowlands,Sunspire,1348.0,12352.0,sqft
1007,170000.0,Meadowlands,Duskwood,1099.0,9967.0,sqft
1008,164900.0,Meadowlands,Dragonspire,1048.0,14559.0,sqft
1009,100000.0,Meadowlands,Shadowmere,627.0,8877.0,sqft
1010,126000.0,Meadowlands,Emberfall,756.0,9308.0,sqft
1011,76500.0,GnomeBurough,Petalbridge,1735.0,9045.0,sqft
1012,240050.0,Meadowlands,Nighthaven,,8000.0,sqft
1013,215000.0,Meadowlands,Nighthaven,1232.0,16635.0,sqft
1014,552000.0,Meadowlands,Silverglen,1916.0,14836.0,sqft
1015,191000.0,Meadowlands,Sunspire,1301.0,9337.0,sqft
1016,208900.0,Meadowlands,Sunspire,1148.0,13125.0,sqft
1016,208900.0,Meadowlands,Sunspire,1148.0,13125.0,sqft
1017,274300.0,Meadowlands,Sunspire,,9750.0,sqft
1018,189900.0,Meadowlands,Duskwood,1253.0,13830.0,sqft
1019,157500.0,Meadowlands,Dragonspire,1136.0,17600.0,sqft
1020,100000.0,GnomeBurough,Stormwatch,1000.0,6911.0,sqft
1021,105000.0,GnomeBurough,Stormwatch,673.0,6120.0,sqft
1022,149900.0,Meadowlands,Cloudrest,1119.0,2280.0,sqft
1023,239000.0,Meadowlands,Riverbend,1359.0,5306.0,sqft
1024,213000.0,Meadowlands,Nighthaven,1246.0,9373.0,sqft
1025,325300.0,Meadowlands,Silverglen,1827.0,14215.0,sqft
1026,12789.0,GnomeBurough,Petalbridge,639.0,9656.0,sqft
1027,215000.0,Meadowlands,Crystalhollow,,12209.0,sqft
1028,180000.0,Meadowlands,Duskwood,1318.0,8637.0,sqft
1029,155000.0,Meadowlands,Cloudrest,1190.0,2308.0,sqft
1030,147000.0,Meadowlands,Wyverncliff,1380.0,9986.0,sqft
1031,117000.0,GnomeBurough,Petalbridge,933.0,5680.0,sqft
1032,201000.0,Meadowlands,Sunspire,1147.0,11166.0,sqft
1033,149000.0,Meadowlands,Crystalhollow,679.0,7669.0,sqft
1034,100000.0,Meadowlands,Stormhold,1281.0,9839.0,sqft
1035,315500.0,Meadowlands,Ravenstone,1246.0,12898.0,sqft
1036,281500.0,Meadowlands,Silverglen,1398.0,12568.0,sqft
1037,155000.0,Meadowlands,Dragonspire,976.0,7931.0,sqft
1038,83000.0,GnomeBurough,Starfall,759.0,1953.0,sqft
1039,167500.0,Meadowlands,Stormwatch,1553.0,11414.0,sqft
1040,220000.0,Meadowlands,Brightforge,1632.0,11492.0,sqft
1041,228000.0,Meadowlands,Ravenstone,1313.0,16669.0,sqft
1042,325000.0,Meadowlands,Glimmerwood,2016.0,12256.0,sqft
1043,118000.0,GnomeBurough,Starfall,936.0,1680.0,sqft
1044,157000.0,Meadowlands,Thornfield,1027.0,15750.0,sqft
1045,164700.0,AetherIsles,Wyverncliff,961.0,4251.0,sqft
1046,260000.0,Meadowlands,Glimmerwood,1859.0,16059.0,sqft
1047,127000.0,Meadowlands,Emberfall,799.0,6897.0,sqft
1048,150909.0,GnomeBurough,Mystvale,1406.0,9060.0,sqft
1049,153000.0,Meadowlands,Dragonspire,1004.0,8712.0,sqft
1050,230348.0,AetherIsles,Wyverncliff,936.0,7500.0,sqft
1051,79900.0,Meadowlands,Stormwatch,,5825.0,sqft
1052,135000.0,GnomeBurough,Mystvale,1281.0,5160.0,sqft
1053,136500.0,Meadowlands,Sunspire,664.0,7000.0,sqft
1054,208500.0,Meadowlands,Sunspire,,8450.0,sqft
1055,119500.0,GnomeBurough,Wolfsbane,726.0,2394.0,sqft
1056,167000.0,Meadowlands,Dragonspire,982.0,10628.0,sqft
1057,106500.0,GnomeBurough,Wolfsbane,763.0,1533.0,sqft
1058,280000.0,Meadowlands,Silverglen,,14154.0,sqft
1059,126500.0,Meadowlands,Dragonspire,819.0,8892.0,sqft
1060,109000.0,Meadowlands,Stormwatch,627.0,11672.0,sqft
1061,156000.0,Meadowlands,Dragonspire,789.0,7930.0,sqft
1062,135000.0,Meadowlands,Dragonspire,1149.0,8064.0,sqft
1063,270000.0,AetherIsles,Wyverncliff,1506.0,9000.0,sqft
1064,177000.0,Meadowlands,Duskwood,1130.0,13869.0,sqft
1065,92000.0,GnomeBurough,Wolfsbane,484.0,1533.0,sqft
1066,123000.0,Meadowlands,Shadowmere,839.0,9825.0,sqft
1067,199000.0,Meadowlands,Wyverncliff,1156.0,10936.0,sqft
1068,129000.0,Meadowlands,Emberfall,702.0,8400.0,sqft
1069,172000.0,Meadowlands,Dragonspire,1269.0,10090.0,sqft
1070,258000.0,Meadowlands,Duskwood,1825.0,11631.0,sqft
1071,85000.0,Meadowlands,Shadowmere,612.0,8777.0,sqft
1072,122000.0,Meadowlands,Shadowmere,998.0,8212.0,sqft
1073,138000.0,Meadowlands,Crystalhollow,627.0,6600.0,sqft
1074,100000.0,Meadowlands,Stormhold,1070.0,9900.0,sqft
1075,155000.0,Meadowlands,Dragonspire,1414.0,7700.0,sqft
1076,93000.0,GnomeBurough,Stormwatch,878.0,6000.0,sqft
1077,88000.0,GnomeBurough,Wolfsbane,839.0,2217.0,sqft
1078,415298.0,Meadowlands,Silverglen,1631.0,14450.0,sqft
1079,92900.0,Meadowlands,Dragonspire,,8544.0,sqft
1080,165000.0,GnomeBurough,Crystalhollow,,4500.0,sqft
1081,119900.0,Meadowlands,Shadowmere,1290.0,10926.0,sqft
1082,132000.0,Meadowlands,Dragonspire,1049.0,8400.0,sqft
1083,112500.0,Meadowlands,Dragonspire,756.0,6390.0,sqft
1084,370967.0,Meadowlands,Silverglen,1384.0,8232.0,sqft
1085,185000.0,AetherIsles,Wyverncliff,970.0,7200.0,sqft
1086,591587.0,Meadowlands,Riverbend,1798.0,51974.0,sqft
1087,342643.0,Meadowlands,Silverglen,1996.0,16259.0,sqft
1088,129500.0,Meadowlands,Crystalhollow,590.0,7244.0,sqft
1089,118500.0,Meadowlands,Emberfall,791.0,7943.0,sqft
1090,169000.0,Meadowlands,Nighthaven,847.0,10464.0,sqft
1091,150000.0,Meadowlands,Shadowmere,1107.0,7711.0,sqft
1092,330000.0,Meadowlands,Glimmerwood,1952.0,9044.0,sqft
1093,170000.0,Meadowlands,Duskwood,1285.0,13041.0,sqft
1094,91900.0,Meadowlands,Shadowmere,603.0,6931.0,sqft
1095,147000.0,GnomeBurough,Petalbridge,863.0,12000.0,sqft
1096,336820.0,Meadowlands,Wyverncliff,1284.0,15218.0,sqft
1097,140000.0,GnomeBurough,Crystalhollow,719.0,6710.0,sqft
1098,292500.0,Meadowlands,Nighthaven,2184.0,12511.0,sqft
1099,320000.0,Meadowlands,Shadowmere,,13286.0,sqft
1100,78000.0,GnomeBurough,Mystvale,916.0,6402.0,sqft
1101,93850.0,GnomeBurough,Mystvale,590.0,6291.0,sqft
1102,126000.0,Meadowlands,Dragonspire,1199.0,8668.0,sqft
1103,440000.0,Meadowlands,Silverglen,1519.0,14977.0,sqft
1104,204000.0,Meadowlands,Ravenstone,,9303.0,sqft
1105,285000.0,Meadowlands,Sunspire,1283.0,11248.0,sqft
1106,116000.0,Meadowlands,Dragonspire,709.0,9770.0,sqft
1107,274000.0,Meadowlands,Silverglen,1167.0,12677.0,sqft
1108,233170.0,Meadowlands,Silverglen,,9541.0,sqft
1109,375000.0,GnomeBurough,Thornfield,1249.0,5568.0,sqft
1110,172000.0,Meadowlands,Crystalhollow,1513.0,11075.0,sqft
1111,205000.0,Meadowlands,Sunspire,1185.0,13704.0,sqft
1112,130000.0,GnomeBurough,Petalbridge,824.0,7200.0,sqft
1113,179400.0,Meadowlands,Sunspire,1135.0,756.694935,sqm
1114,127000.0,Meadowlands,Dragonspire,851.0,8050.0,sqft
1115,225000.0,Meadowlands,Windwhisper,,15593.0,sqft
1116,165000.0,Meadowlands,Dragonspire,1100.0,9150.0,sqft
1117,207000.0,GnomeBurough,Silverglen,1044.0,8198.0,sqft
1118,324000.0,Meadowlands,Mossheart,1322.0,10846.0,sqft
1119,130000.0,Meadowlands,Shadowmere,1253.0,22692.0,sqft
1120,165250.0,Meadowlands,Emberfall,1001.0,6960.0,sqft
1121,143500.0,Meadowlands,emberfall,988.0,8197.0,sqft
1122,178000.0,Meadowlands,Ravenstone,1146.0,7777.0,sqft
1123,235000.0,Meadowlands,Sunspire,1402.0,12192.0,sqft
1124,190000.0,AetherIsles,Wyverncliff,1292.0,3515.0,sqft
1125,181000.0,Meadowlands,Brightforge,1276.0,11920.0,sqft
1126,85000.0,GnomeBurough,Petalbridge,786.0,7200.0,sqft
1126,85000.0,GnomeBurough,Petalbridge,786.0,7200.0,sqft
1127,153000.0,Meadowlands,Dragonspire,864.0,10152.0,sqft
1128,334000.0,Meadowlands,Glimmerwood,2173.0,11025.0,sqft
1129,185000.0,GnomeBurough,Petalbridge,1887.0,13500.0,sqft
1130,183500.0,Meadowlands,Crystalhollow,999.0,12150.0,sqft
1131,129000.0,GnomeBurough,Petalbridge,1256.0,11851.0,sqft
1132,138000.0,Meadowlands,Dragonspire,1015.0,8064.0,sqft
1133,290000.0,Meadowlands,Glimmerwood,,9950.0,sqft
1134,222000.0,AetherIsles,Wyverncliff,1327.0,3830.0,sqft
1135,310013.0,AetherIsles,Wyverncliff,1446.0,12217.0,sqft
1136,184000.0,Meadowlands,Nighthaven,1313.0,11088.0,sqft
1137,129900.0,Meadowlands,Dragonspire,627.0,7100.0,sqft
1138,79000.0,GnomeBurough,Petalbridge,1107.0,5000.0,sqft
1139,120500.0,GnomeBurough,Mystvale,598.0,6900.0,sqft
1140,372402.0,Meadowlands,Silverglen,1315.0,13891.0,sqft
1141,144000.0,Meadowlands,Sunspire,,9525.0,sqft
1142,113000.0,GnomeBurough,Starfall,936.0,1890.0,sqft
1143,87000.0,GnomeBurough,Stormwatch,588.0,5000.0,sqft
1144,294900.0,Meadowlands,Sunspire,1223.0,11645.0,sqft
1145,80000.0,Meadowlands,Shadowmere,,12180.0,sqft
1146,99800.0,Meadowlands,Petalbridge,548.0,10410.0,sqft
1147,157500.0,Meadowlands,Dragonspire,750.0,9360.0,sqft
1147,157500.0,Meadowlands,Dragonspire,750.0,9360.0,sqft
1148,135000.0,GnomeBurough,Petalbridge,1283.0,9600.0,sqft
1149,71000.0,GnomeBurough,Wolfsbane,839.0,1894.0,sqft
1150,134800.0,Meadowlands,Dragonspire,692.0,7200.0,sqft
1151,179900.0,Meadowlands,Brightforge,1109.0,10357.0,sqft
1152,73000.0,GnomeBurough,Wolfsbane,484.0,1470.0,sqft
1153,126500.0,Meadowlands,Crystalhollow,672.0,10172.0,sqft
1154,123900.0,GnomeBurough,Oakenshade,803.0,1782.0,sqft
1155,184000.0,Meadowlands,Ravenstone,1269.0,12416.0,sqft
1155,184000.0,Meadowlands,Ravenstone,1269.0,12416.0,sqft
1156,120500.0,Meadowlands,Dragonspire,664.0,6960.0,sqft
1157,150000.0,Meadowlands,Dragonspire,956.0,11988.0,sqft
1158,324000.0,Meadowlands,Silverglen,1390.0,13514.0,sqft
1159,215000.0,Meadowlands,Wyverncliff,1179.0,10612.0,sqft
1160,318750.0,Meadowlands,Mossheart,1303.0,14694.0,sqft
1161,109500.0,Meadowlands,Petalbridge,609.0,9022.0,sqft
1162,112000.0,Meadowlands,shadowmere,,8926.0,sqft
1163,198500.0,Meadowlands,Sunspire,1326.0,8749.0,sqft
1164,395000.0,Meadowlands,Silverglen,1517.0,14226.0,sqft
1165,173000.0,Meadowlands,Windwhisper,1288.0,15263.0,sqft
1166,270000.0,Meadowlands,Riverbend,2066.0,13108.0,sqft
1167,178000.0,Meadowlands,Duskwood,1087.0,9056.0,sqft
1168,110000.0,Meadowlands,Shadowmere,836.0,8308.0,sqft
1169,202500.0,Meadowlands,Nighthaven,1246.0,14145.0,sqft
1170,401179.0,Meadowlands,Riverbend,,15922.0,sqft
1171,140000.0,GnomeBurough,Sunspire,652.0,4435.0,sqft
1172,224500.0,Meadowlands,Ravenstone,1301.0,13159.0,sqft
1173,179000.0,Meadowlands,Brightforge,1037.0,8450.0,sqft
1174,285000.0,Meadowlands,Silverglen,1826.0,11999.0,sqft
1175,124000.0,GnomeBurough,Stormwatch,,5000.0,sqft
1176,111500.0,GnomeBurough,Petalbridge,649.0,5633.0,sqft
1177,230000.0,Meadowlands,Thornfield,1166.0,11435.0,sqft
1178,180000.0,Meadowlands,Nighthaven,1171.0,11361.0,sqft
1179,152000.0,Meadowlands,Nighthaven,1246.0,10793.0,sqft
1180,154000.0,Meadowlands,Silverglen,1250.0,2448.0,sqft
1181,114500.0,GnomeBurough,Stormwatch,904.0,6240.0,sqft
1182,156000.0,Meadowlands,Sunspire,761.0,13568.0,sqft
1183,181000.0,Meadowlands,Duskwood,1288.0,24682.0,sqft
1184,137000.0,Meadowlands,Emberfall,904.0,13770.0,sqft
1185,201000.0,Meadowlands,Brightforge,1323.0,8462.0,sqft
1186,143750.0,Meadowlands,Cloudrest,736.0,4928.0,sqft
1187,169500.0,Meadowlands,Dragonspire,1393.0,7590.0,sqft
1188,142953.0,Meadowlands,Brightforge,1723.0,7018.0,sqft
1189,64500.0,ArcaneMarket,Mystvale,784.0,4761.0,sqft
1190,107000.0,GnomeBurough,Mystvale,1099.0,10320.0,sqft
1191,155000.0,GnomeBurough,Petalbridge,1618.0,6300.0,sqft
1192,63000.0,Meadowlands,Shadowmere,855.0,9780.0,sqft
1193,135000.0,Meadowlands,Dragonspire,849.0,10454.0,sqft
1194,260261.0,Meadowlands,Wyverncliff,1186.0,11830.0,sqft
1195,329900.0,Meadowlands,Silverglen,1813.0,11643.0,sqft
1196,140000.0,Meadowlands,Crystalhollow,1046.0,13384.0,sqft
1197,206580.0,Meadowlands,Duskwood,1173.0,10936.0,sqft
1198,124900.0,ArcaneMarket,Mystvale,769.0,6060.0,sqft
