DI,TradeValue,RealmType,Enclave,LivingQuarters,ParcelSize,ParcelSizeUnit,StructuralIntegrity,ExteriorCharm,AffordableDwelling,Craftsmanship,EraConstructed
612,128000.0,Meadowlands,Stormhold,1266.0,637.128774,sqm,4,Common,1,6,1084
613,230000.0,Meadowlands,Windwhisper,1523.0,1586.969046,sqm,5,Common,1,6,1520
614,78000.0,ArcaneMarket,Mystvale,719.0,791.53356,sqm,5,Common,1,3,1199
615,207500.0,AetherIsles,Wyverncliff,1329.0,816.710273,sqm,5,Gleaming,0,6,1693
616,213000.0,Meadowlands,Silverglen,1044.0,641.402312,sqm,5,Gleaming,0,6,1610
617,193000.0,Meadowlands,Sunspire,1096.0,806.862555,sqm,5,Common,1,7,1588
618,107500.0,GnomeBurough,Petalbridge,1824.0,613.1598,sqm,4,Common,1,5,967
619,165500.0,Meadowlands,Dragonspire,1307.0,980.312456,sqm,5,Common,1,5,1305
620,259000.0,Meadowlands,Duskwood,1176.0,1353.782516,sqm,5,Gleaming,1,7,1770
621,160000.0,Meadowlands,Dragonspire,962.0,817.5464,sqm,6,Common,1,6,1211
622,139900.0,Meadowlands,Dragonspire,1093.0,1146.608826,sqm,5,Common,1,5,1336
623,225000.0,Meadowlands,Brightforge,1162.0,1064.110962,sqm,5,Gleaming,1,8,1434
624,139950.0,Meadowlands,Dragonspire,879.0,731.611125,sqm,6,Common,1,5,1217
625,462000.0,Meadowlands,Silverglen,2132.0,1324.518071,sqm,5,Enchanting,0,9,1601
626,150000.0,Meadowlands,Dragonspire,809.0,833.618619,sqm,7,Common,1,5,1364
627,188000.0,Meadowlands,Duskwood,1323.0,744.15303,sqm,5,Gleaming,1,7,1708
628,184750.0,Meadowlands,Shadowmere,3596.0,3724.852882,sqm,5,Enchanting,1,10,1689
629,122250.0,GnomeBurough,Petalbridge,1338.0,678.935124,sqm,5,Modest,1,5,1131
630,128950.0,Meadowlands,Dragonspire,942.0,865.85596,sqm,5,Common,1,4,1391
632,277500.0,Meadowlands,Dragonspire,1883.0,1697.802325,sqm,8,Common,1,7,1257
633,214000.0,Meadowlands,Sunspire,1181.0,848.668905,sqm,5,Gleaming,0,7,1752
634,190000.0,Meadowlands,Nighthaven,1514.0,1110.376656,sqm,6,Common,1,7,1468
635,159000.0,Meadowlands,Brightforge,856.0,1214.428016,sqm,5,Gleaming,1,7,1646
636,300000.0,Meadowlands,Mossheart,1925.0,1813.652366,sqm,5,Gleaming,0,7,1563
637,128000.0,GnomeBurough,Stormwatch,1018.0,557.418,sqm,6,Common,1,4,1176
638,195000.0,Meadowlands,Ravenstone,1288.0,735.327245,sqm,5,Gleaming,0,6,1458
639,184000.0,Meadowlands,Stormwatch,1399.0,847.27536,sqm,6,Common,1,7,1104
640,311500.0,Meadowlands,Thornfield,1503.0,1454.86098,sqm,9,Gleaming,0,7,1168
641,139600.0,Meadowlands,Shadowmere,1333.0,1270.91304,sqm,5,Common,1,3,1241
642,255000.0,Meadowlands,Sunspire,1529.0,1056.028401,sqm,5,Gleaming,0,8,1782
643,206000.0,Meadowlands,Nighthaven,1589.0,1182.840996,sqm,6,Common,1,7,1292
644,152000.0,Meadowlands,Crystalhollow,1226.0,1028.43621,sqm,5,Common,1,5,1578
645,126000.0,Meadowlands,Stormhold,658.0,733.00467,sqm,6,Common,1,6,1163
646,167840.0,Meadowlands,Sunspire,1023.0,774.253602,sqm,5,Gleaming,0,6,1618
647,260000.0,Meadowlands,Shadowmere,1167.0,1816.25365,sqm,7,Common,1,5,1145
648,140000.0,GnomeBurough,Petalbridge,1393.0,708.84989,sqm,9,Common,1,5,1109
649,159900.0,Meadowlands,Shadowmere,886.0,979.847941,sqm,5,Common,1,5,1472
650,153900.0,Meadowlands,Brightforge,922.0,733.190476,sqm,5,Gleaming,1,6,1523
651,105000.0,Meadowlands,Dragonspire,757.0,733.747894,sqm,7,Common,1,4,1193
652,185000.0,Meadowlands,Sunspire,1028.0,785.03035,sqm,5,Gleaming,0,7,1676
653,290000.0,Meadowlands,Wyverncliff,1276.0,945.938346,sqm,5,Gleaming,0,8,1726
654,280000.0,Meadowlands,Silverglen,1412.0,1055.563886,sqm,5,Gleaming,0,8,1709
655,170000.0,Meadowlands,Thornfield,1292.0,1660.269513,sqm,5,Common,1,4,1453
656,173000.0,Meadowlands,Sunspire,1093.0,1081.948338,sqm,5,Gleaming,0,6,1624
657,150000.0,GnomeBurough,Petalbridge,1198.0,595.136618,sqm,6,Common,1,5,1051
658,208300.0,AetherIsles,Wyverncliff,936.0,730.403386,sqm,5,Gleaming,0,6,1607
659,135000.0,Meadowlands,Dragonspire,935.0,891.8688,sqm,5,Common,1,5,1342
660,137000.0,Meadowlands,Shadowmere,813.0,977.246657,sqm,8,Common,1,5,1278
661,182000.0,AetherIsles,Wyverncliff,1098.0,1081.298017,sqm,5,Gleaming,0,7,1741
662,279500.0,Meadowlands,Sunspire,1406.0,1187.486146,sqm,5,Gleaming,0,8,1709
663,135000.0,GnomeBurough,Stormwatch,979.0,569.030875,sqm,7,Common,1,5,1050
664,235000.0,Meadowlands,Nighthaven,1740.0,1547.671077,sqm,7,Common,1,7,1425
665,85000.0,ArcaneMarket,Mystvale,1173.0,786.88841,sqm,2,Modest,1,3,1103
666,220000.0,Meadowlands,Ravenstone,996.0,636.664259,sqm,5,Gleaming,0,8,1617
667,151500.0,Meadowlands,Dragonspire,959.0,1003.3524,sqm,7,Common,1,5,1287
668,291000.0,AetherIsles,Wyverncliff,1278.0,987.094375,sqm,5,Gleaming,0,7,1618
669,240000.0,Meadowlands,Wyverncliff,1213.0,1231.243459,sqm,5,Gleaming,0,7,1618
671,215000.0,Meadowlands,Nighthaven,1246.0,1429.498461,sqm,7,Common,1,7,1295
672,98500.0,Meadowlands,Shadowmere,919.0,812.065123,sqm,6,Common,1,5,1184
673,160000.0,Meadowlands,Sunspire,776.0,903.01716,sqm,7,Common,1,5,1420
674,89500.0,GnomeBurough,Starfall,759.0,156.07704,sqm,3,Common,1,6,1347
675,187000.0,Meadowlands,Sunspire,1153.0,1155.527514,sqm,5,Gleaming,0,6,1578
676,125500.0,Meadowlands,Dragonspire,664.0,613.1598,sqm,5,Common,1,5,1296
677,185750.0,Meadowlands,Nighthaven,1145.0,850.619868,sqm,7,Common,1,6,1387
678,147110.0,AetherIsles,Wyverncliff,830.0,223.245909,sqm,5,Gleaming,0,7,1664
679,135000.0,Meadowlands,Dragonspire,1233.0,768.029101,sqm,5,Common,1,5,1254
680,190000.0,Meadowlands,Windwhisper,1117.0,489.691713,sqm,5,Common,1,7,1402
681,306000.0,Meadowlands,Silverglen,1310.0,1066.340634,sqm,5,Gleaming,0,8,1782
682,119000.0,Meadowlands,Dragonspire,1196.0,790.790336,sqm,5,Common,1,5,1312
683,112000.0,Meadowlands,Stormwatch,621.0,480.773025,sqm,8,Common,1,5,1287
685,392000.0,Meadowlands,Ravenstone,1403.0,1173.643599,sqm,5,Enchanting,0,10,1619
686,107500.0,Meadowlands,Dragonspire,636.0,668.9016,sqm,7,Common,1,5,1223
687,212109.0,AetherIsles,Wyverncliff,1221.0,967.213133,sqm,5,Gleaming,0,5,1711
688,161000.0,Meadowlands,Nighthaven,931.0,1214.056404,sqm,5,Common,1,6,1586
689,200000.0,GnomeBurough,Petalbridge,1601.0,1061.509678,sqm,5,Common,1,7,1733
690,206000.0,Meadowlands,Verdantia,943.0,360.46364,sqm,6,Gleaming,1,8,1573
691,166000.0,Meadowlands,Dragonspire,1065.0,791.53356,sqm,4,Common,1,5,1241
692,210000.0,Meadowlands,Crystalhollow,1136.0,922.340984,sqm,5,Common,1,7,1459
693,423000.0,Meadowlands,Wyverncliff,1613.0,1941.301088,sqm,5,Gleaming,0,8,1730
695,113000.0,GnomeBurough,Stormwatch,806.0,592.72114,sqm,6,Common,1,5,1033
696,207500.0,Meadowlands,Nighthaven,1296.0,951.32672,sqm,6,Common,1,6,1468
697,144750.0,Meadowlands,Dragonspire,1389.0,703.27571,sqm,5,Common,1,6,1322
698,475000.0,Meadowlands,Sunspire,1750.0,1094.211534,sqm,5,Gleaming,0,9,1661
699,126175.0,GnomeBurough,Petalbridge,894.0,540.69546,sqm,8,Common,1,3,1204
700,115000.0,GnomeBurough,Oakenshade,793.0,161.000899,sqm,6,Common,1,6,1510
701,80000.0,Meadowlands,Emberfall,773.0,836.127,sqm,3,Common,1,5,1345
702,129000.0,Meadowlands,Emberfall,687.0,810.485772,sqm,5,Common,1,5,1378
703,235000.0,Meadowlands,Shadowmere,1621.0,1275.372384,sqm,7,Common,1,6,1172
704,318000.0,Meadowlands,Riverbend,1318.0,756.880741,sqm,5,Gleaming,0,9,1613
705,213500.0,Meadowlands,Ravenstone,1137.0,1339.568357,sqm,5,Common,1,7,1454
706,96000.0,GnomeBurough,Starfall,759.0,156.07704,sqm,5,Common,1,6,1287
707,192000.0,Meadowlands,Windwhisper,1555.0,929.494515,sqm,5,Common,1,7,1576
708,316000.0,Meadowlands,Silverglen,1793.0,982.356322,sqm,5,Gleaming,0,8,1776
709,108000.0,Meadowlands,Shadowmere,993.0,477.707226,sqm,7,Common,1,4,1050
710,278000.0,Meadowlands,Windwhisper,1407.0,1891.040565,sqm,6,Common,1,7,1257
711,157500.0,GnomeBurough,Petalbridge,1183.0,969.90732,sqm,8,Common,1,5,1137
712,123000.0,Meadowlands,Dragonspire,692.0,728.173714,sqm,5,Common,1,5,1263
713,100000.0,Meadowlands,Dragonspire,686.0,664.25645,sqm,5,Common,1,5,1383
714,124000.0,GnomeBurough,Wolfsbane,799.0,392.422272,sqm,6,Common,1,5,1536
715,76500.0,Meadowlands,Dragonspire,664.0,653.851314,sqm,6,Common,1,4,1371
716,139900.0,GnomeBurough,Stormwatch,1089.0,557.418,sqm,7,Common,1,6,1173
717,172500.0,Meadowlands,Emberfall,1476.0,1268.12595,sqm,5,Gleaming,1,5,1377
718,140000.0,GnomeBurough,Shadowmere,824.0,341.418525,sqm,5,Common,1,6,1648
719,120000.0,Meadowlands,Dragonspire,924.0,812.90125,sqm,5,Common,1,5,1200
720,81400.0,Meadowlands,Dragonspire,799.0,793.763232,sqm,4,Common,1,3,1311
721,209000.0,Meadowlands,Crystalhollow,1146.0,846.903748,sqm,5,Gleaming,1,8,1619
722,121600.0,Meadowlands,Stormwatch,946.0,437.758936,sqm,7,Common,1,4,1101
723,235000.0,Meadowlands,Dragonspire,2393.0,2361.501357,sqm,4,Gleaming,1,8,1021
724,138500.0,Meadowlands,Dragonspire,698.0,1130.815316,sqm,7,Common,1,5,1145
725,309000.0,Meadowlands,Duskwood,1701.0,1277.509153,sqm,5,Gleaming,1,7,1638
726,93000.0,GnomeBurough,Petalbridge,719.0,557.418,sqm,4,Modest,1,4,1305
727,97000.0,GnomeBurough,Petalbridge,678.0,1180.053906,sqm,5,Common,1,5,1299
728,194500.0,Meadowlands,Sunspire,947.0,679.492542,sqm,5,Gleaming,0,7,1632
729,145000.0,Meadowlands,Crystalhollow,1279.0,778.991655,sqm,5,Common,1,6,1499
730,94500.0,GnomeBurough,Starfall,759.0,156.07704,sqm,5,Common,1,6,1325
731,268000.0,Meadowlands,Dragonspire,1705.0,1473.906095,sqm,6,Gleaming,1,8,1343
732,290000.0,Meadowlands,Glimmerwood,1946.0,1138.712071,sqm,5,Gleaming,0,8,1493
733,108000.0,GnomeBurough,Petalbridge,793.0,719.162123,sqm,5,Common,1,6,1195
734,134500.0,Meadowlands,Dragonspire,775.0,828.973469,sqm,7,Common,1,5,1398
735,130000.0,Meadowlands,Dragonspire,719.0,628.02428,sqm,5,Common,1,5,1213
736,90000.0,Meadowlands,Dragonspire,799.0,668.9016,sqm,5,Common,1,4,1161
737,51689.0,ArcaneMarket,Mystvale,560.0,1148.838498,sqm,5,Common,1,3,1150
738,175000.0,Meadowlands,Duskwood,1266.0,735.513051,sqm,5,Common,1,6,1516
739,156820.0,Meadowlands,Dreamweaver,878.0,279.63803,sqm,5,Gleaming,1,7,1690
740,64500.0,Meadowlands,Petalbridge,744.0,1003.3524,sqm,6,Common,1,4,1057
741,99500.0,Meadowlands,Brightforge,706.0,733.190476,sqm,5,Common,1,6,1400
742,147500.0,Meadowlands,Dragonspire,1169.0,1128.214032,sqm,6,Common,1,4,1292
743,192000.0,Meadowlands,Sunspire,1100.0,837.706351,sqm,5,Gleaming,0,7,1567
744,108500.0,Meadowlands,Stormhold,986.0,416.577052,sqm,6,Common,1,5,1100
745,186800.0,Meadowlands,Brightforge,1076.0,1024.162672,sqm,5,Gleaming,1,7,1755
746,127000.0,Meadowlands,Sunspire,673.0,694.91444,sqm,6,Common,1,5,1388
747,120000.0,GnomeBurough,Mystvale,1006.0,958.75896,sqm,6,Common,1,5,1193
748,82500.0,Meadowlands,Shadowmere,662.0,1146.608826,sqm,5,Common,1,4,1021
749,161000.0,GnomeBurough,Petalbridge,1059.0,891.8688,sqm,9,Common,1,7,1126
750,173000.0,Meadowlands,Windwhisper,993.0,268.210961,sqm,5,Common,1,6,1400
751,143000.0,Meadowlands,Windwhisper,1133.0,2331.400785,sqm,8,Common,1,5,1300
752,197000.0,Meadowlands,Sunspire,1468.0,810.671578,sqm,5,Gleaming,0,7,1669
753,204900.0,Meadowlands,Sunspire,1152.0,835.1979699999999,sqm,5,Gleaming,0,7,1724
754,173500.0,Meadowlands,Sunspire,1135.0,802.031599,sqm,5,Gleaming,0,6,1792
755,200000.0,CitadelQuarter,Stormhold,2611.0,1012.271088,sqm,7,Modest,1,6,1086
757,121000.0,Meadowlands,Stormwatch,732.0,822.563162,sqm,6,Common,1,6,1057
758,214500.0,Meadowlands,Stormwatch,1641.0,1104.430864,sqm,6,Common,1,6,1013
759,169985.0,Meadowlands,Duskwood,1147.0,951.048011,sqm,5,Gleaming,1,7,1750
760,125000.0,Meadowlands,Brightforge,578.0,666.579025,sqm,5,Common,1,6,1415
761,135000.0,Meadowlands,Dragonspire,1435.0,880.906246,sqm,4,Common,1,5,1290
762,244000.0,Meadowlands,Dragonspire,1623.0,1036.79748,sqm,5,Gleaming,1,7,1394
763,135000.0,Meadowlands,Shadowmere,1130.0,759.203316,sqm,6,Common,1,4,1354
764,98300.0,Meadowlands,Dragonspire,806.0,668.9016,sqm,5,Common,1,5,1253
765,161000.0,Meadowlands,Dragonspire,801.0,854.7076,sqm,5,Common,1,6,1242
766,185500.0,Meadowlands,Sunspire,1087.0,815.038019,sqm,5,Gleaming,0,7,1671
767,184000.0,Meadowlands,Duskwood,1146.0,1429.219752,sqm,5,Gleaming,1,7,1792
768,125500.0,GnomeBurough,Mystvale,1046.0,668.9016,sqm,6,Common,1,5,1076
769,212900.0,Meadowlands,Sunspire,1193.0,936.833852,sqm,5,Gleaming,0,7,1740
770,181000.0,Meadowlands,Nighthaven,1006.0,942.03642,sqm,6,Common,1,6,1273
771,122000.0,Meadowlands,Emberfall,664.0,843.466337,sqm,5,Common,1,5,1313
772,80000.0,GnomeBurough,Wolfsbane,484.0,137.217731,sqm,4,Common,1,4,1394
773,140000.0,Meadowlands,Thornfield,1320.0,887.22365,sqm,5,Common,1,7,1020
774,219500.0,Meadowlands,Duskwood,1534.0,811.97222,sqm,5,Gleaming,1,7,1722
775,127500.0,GnomeBurough,Stormwatch,1051.0,579.7147199999999,sqm,6,Common,1,6,1011
776,172785.0,Meadowlands,Duskwood,1119.0,1447.242934,sqm,5,Gleaming,1,6,1730
777,202500.0,Meadowlands,Silverglen,1052.0,646.140365,sqm,5,Gleaming,0,7,1676
778,198000.0,Meadowlands,Thornfield,1490.0,1086.9651,sqm,6,Common,1,5,1177
779,195400.0,Meadowlands,Sunspire,929.0,628.210086,sqm,5,Gleaming,0,7,1784
780,79500.0,GnomeBurough,Wolfsbane,839.0,141.769978,sqm,5,Common,1,4,1211
781,155000.0,Meadowlands,Dragonspire,1093.0,878.583671,sqm,6,Common,1,5,1377
782,312500.0,Meadowlands,Ravenstone,1384.0,1331.392893,sqm,5,Gleaming,0,8,1635
783,167000.0,Meadowlands,Duskwood,1056.0,904.317802,sqm,5,Gleaming,1,7,1752
784,86900.0,Meadowlands,Petalbridge,553.0,651.064224,sqm,8,Common,1,4,1063
785,115000.0,GnomeBurough,Stormwatch,1033.0,579.7147199999999,sqm,4,Common,1,5,1145
786,410000.0,Meadowlands,Glimmerwood,2367.0,980.776971,sqm,5,Gleaming,0,9,1507
787,245000.0,Meadowlands,Crystalhollow,1083.0,1195.104192,sqm,5,Gleaming,1,7,1753
788,124500.0,Meadowlands,Crystalhollow,627.0,772.395542,sqm,7,Common,1,5,1503
789,144500.0,Meadowlands,Shadowmere,826.0,1066.433537,sqm,7,Common,1,6,1339
790,124000.0,Meadowlands,Emberfall,701.0,745.08206,sqm,6,Common,1,5,1252
791,137000.0,Meadowlands,Dragonspire,1476.0,1053.984535,sqm,5,Common,1,5,1031
792,281213.0,Meadowlands,Ravenstone,1909.0,1176.616495,sqm,5,Gleaming,0,8,1605
793,165500.0,Meadowlands,Crystalhollow,853.0,845.510203,sqm,6,Common,1,5,1419
794,122000.0,Meadowlands,Sunspire,745.0,962.103468,sqm,6,Common,1,5,1463
795,183600.0,Meadowlands,Sunspire,929.0,695.657664,sqm,5,Gleaming,0,7,1603
796,135000.0,Meadowlands,Dragonspire,916.0,1003.3524,sqm,4,Common,1,4,1027
797,179000.0,Meadowlands,Duskwood,1165.0,838.356672,sqm,5,Gleaming,1,6,1785
798,188000.0,Meadowlands,Verdantia,796.0,338.16692,sqm,5,Gleaming,1,8,1418
799,109008.0,Meadowlands,Dragonspire,697.0,798.315479,sqm,6,Common,1,4,1282
800,218000.0,Meadowlands,Brightforge,1386.0,1148.373983,sqm,7,Gleaming,1,6,1442
801,143000.0,Meadowlands,Cloudrest,1119.0,214.420124,sqm,6,Common,1,6,1533
802,113000.0,Meadowlands,Nighthaven,935.0,836.127,sqm,5,Common,1,6,1312
803,100000.0,GnomeBurough,Petalbridge,805.0,1003.3524,sqm,7,Common,1,4,998
804,139000.0,Meadowlands,Crystalhollow,1403.0,873.2882,sqm,5,Common,1,6,1217
805,334000.0,Meadowlands,Riverbend,1315.0,754.186554,sqm,5,Enchanting,0,9,1728
806,219210.0,Meadowlands,Duskwood,1433.0,1305.658762,sqm,5,Gleaming,1,7,1724
807,325000.0,GnomeBurough,Petalbridge,2134.0,1254.1905,sqm,9,Enchanting,1,10,903
808,128000.0,Meadowlands,Dragonspire,703.0,1597.838697,sqm,7,Common,1,4,1300
809,156000.0,AetherIsles,Wyverncliff,1116.0,350.058504,sqm,5,Gleaming,0,7,1470
810,142000.0,Meadowlands,Dragonspire,808.0,891.8688,sqm,5,Common,1,5,1217
811,244400.0,Meadowlands,Windwhisper,1848.0,2238.03327,sqm,7,Common,1,7,1108
812,155891.0,Meadowlands,Shadowmere,763.0,821.448326,sqm,6,Common,1,5,1237
813,145000.0,Meadowlands,Dragonspire,723.0,799.337412,sqm,7,Common,1,5,1426
814,111250.0,Meadowlands,Dragonspire,664.0,1183.119705,sqm,5,Common,1,4,1245
815,272000.0,Meadowlands,Nighthaven,2209.0,1135.924981,sqm,7,Common,1,6,1450
816,144500.0,Meadowlands,Shadowmere,1173.0,795.435486,sqm,6,Common,1,5,1384
817,115000.0,Meadowlands,Emberfall,684.0,785.03035,sqm,5,Common,1,5,1221
818,325624.0,Meadowlands,Silverglen,1662.0,981.241486,sqm,5,Gleaming,0,8,1732
820,248500.0,Meadowlands,Silverglen,1119.0,601.268216,sqm,5,Enchanting,0,9,1747
821,143000.0,Meadowlands,Crystalhollow,1255.0,2322.575,sqm,4,Common,1,5,1274
822,404000.0,Meadowlands,Silverglen,1553.0,1147.35205,sqm,5,Enchanting,0,9,1692
823,222000.0,AetherIsles,Wyverncliff,1136.0,409.051909,sqm,5,Enchanting,0,7,1721
824,215000.0,Meadowlands,Thornfield,1674.0,1449.2868,sqm,6,Common,1,5,1207
825,110000.0,GnomeBurough,Stormwatch,1018.0,568.56636,sqm,7,Common,1,5,1081
826,172000.0,Meadowlands,Dragonspire,958.0,1179.8681,sqm,5,Common,1,6,1362
827,131500.0,Meadowlands,Emberfall,799.0,1079.997375,sqm,4,Common,1,5,1272
828,185900.0,Meadowlands,Duskwood,1269.0,779.45617,sqm,5,Common,1,7,1499
829,171900.0,AetherIsles,Wyverncliff,961.0,373.191351,sqm,5,Gleaming,0,7,1694
831,121000.0,GnomeBurough,Oakenshade,945.0,149.759636,sqm,6,Common,1,6,1548
832,148000.0,Meadowlands,Emberfall,1063.0,1043.765205,sqm,5,Common,1,4,1283
833,239900.0,Meadowlands,Duskwood,1385.0,972.044089,sqm,5,Gleaming,1,8,1611
834,262500.0,Meadowlands,Nighthaven,1658.0,1930.617243,sqm,7,Common,1,7,1325
835,615000.0,Meadowlands,Silverglen,1899.0,1181.72616,sqm,5,Enchanting,0,10,1741
836,180000.0,Meadowlands,Duskwood,1160.0,731.611125,sqm,5,Gleaming,1,7,1745
837,182000.0,Meadowlands,Brightforge,1237.0,785.309059,sqm,5,Gleaming,1,6,1547
838,85000.0,Meadowlands,Shadowmere,673.0,595.50823,sqm,5,Common,1,4,1295
839,235000.0,GnomeBurough,Thornfield,1249.0,441.28925,sqm,5,Gleaming,1,8,1671
840,147000.0,Meadowlands,Dragonspire,701.0,824.235416,sqm,8,Common,1,5,1203
841,95000.0,GnomeBurough,Petalbridge,830.0,549.428342,sqm,9,Common,1,5,916
842,166000.0,Meadowlands,Dragonspire,1070.0,1105.5457,sqm,5,Common,1,6,1272
844,152000.0,GnomeBurough,Mystvale,1198.0,1273.70013,sqm,5,Common,1,5,1251
845,200000.0,Meadowlands,Dragonspire,1270.0,2044.051806,sqm,7,Common,1,6,1295
846,256000.0,GnomeBurough,Petalbridge,2147.0,969.90732,sqm,7,Gleaming,1,6,1166
847,173000.0,Meadowlands,Duskwood,897.0,859.166944,sqm,6,Common,1,6,1413
848,157500.0,Meadowlands,Dragonspire,1132.0,1082.31995,sqm,5,Common,1,7,1375
849,248500.0,Meadowlands,Sunspire,1242.0,868.178535,sqm,5,Gleaming,0,8,1708
850,177500.0,Meadowlands,Duskwood,1063.0,828.973469,sqm,5,Gleaming,1,7,1584
851,98000.0,GnomeBurough,Petalbridge,1033.0,424.659613,sqm,5,Common,1,5,1070
852,141000.0,GnomeBurough,Mystvale,1057.0,836.127,sqm,6,Common,1,6,1096
853,116000.0,GnomeBurough,Petalbridge,859.0,408.7732,sqm,8,Common,1,6,1129
854,131000.0,Meadowlands,Sunspire,687.0,1096.2554,sqm,5,Common,1,5,1379
855,172500.0,AetherIsles,Wyverncliff,1337.0,245.728435,sqm,5,Gleaming,0,8,1491
856,230000.0,Meadowlands,Sunspire,1272.0,754.836875,sqm,5,Gleaming,0,7,1680
857,119500.0,GnomeBurough,Starfall,1001.0,156.07704,sqm,7,Common,1,5,1318
858,75000.0,GnomeBurough,Stormwatch,893.0,568.56636,sqm,5,Gleaming,1,3,1167
859,132000.0,Meadowlands,Brightforge,869.0,1214.428016,sqm,5,Common,1,6,1697
860,178000.0,Meadowlands,Duskwood,1032.0,759.389122,sqm,5,Gleaming,1,7,1734
861,181000.0,Meadowlands,Nighthaven,1219.0,1583.345829,sqm,5,Common,1,6,1465
862,128500.0,Meadowlands,Emberfall,759.0,923.920335,sqm,5,Common,1,5,1296
863,125000.0,Meadowlands,Shadowmere,1032.0,862.13984,sqm,6,Common,1,5,1294
864,205000.0,Meadowlands,Nighthaven,1510.0,973.62344,sqm,6,Common,1,7,1550
865,135500.0,Meadowlands,Dragonspire,753.0,905.80425,sqm,5,Common,1,5,1247
866,170440.0,Meadowlands,Duskwood,1119.0,951.048011,sqm,5,Gleaming,1,6,1693
867,113500.0,Meadowlands,Dragonspire,878.0,836.127,sqm,6,Common,1,6,1225
868,256000.0,Meadowlands,Windwhisper,1279.0,4944.947981,sqm,6,Common,1,4,1330
869,102000.0,GnomeBurough,Stormwatch,758.0,574.14054,sqm,5,Common,1,6,1013
870,153000.0,Meadowlands,Dragonspire,1266.0,885.551396,sqm,6,Common,1,4,1295
871,135000.0,Meadowlands,Shadowmere,945.0,1592.35742,sqm,6,Common,1,4,1355
872,144000.0,Meadowlands,Dragonspire,884.0,891.8688,sqm,6,Common,1,5,1372
873,123000.0,GnomeBurough,Stormwatch,873.0,579.7147199999999,sqm,7,Common,1,4,1016
874,418000.0,Meadowlands,Silverglen,2121.0,1268.497562,sqm,5,Gleaming,0,9,1655
875,160000.0,AetherIsles,Wyverncliff,963.0,200.67048,sqm,5,Gleaming,0,7,1576
876,159900.0,Meadowlands,Shadowmere,1160.0,889.174613,sqm,6,Common,1,5,1313
877,133000.0,Meadowlands,Dragonspire,849.0,968.513775,sqm,5,Common,1,5,1267
878,223500.0,Meadowlands,Stormwatch,1212.0,1986.637752,sqm,6,Common,1,5,1142
879,174000.0,Meadowlands,Duskwood,1141.0,1169.555867,sqm,5,Gleaming,1,6,1650
880,135000.0,Meadowlands,Shadowmere,1144.0,1119.295344,sqm,6,Common,1,5,1322
881,139500.0,Meadowlands,Crystalhollow,775.0,1162.959754,sqm,7,Common,1,5,1366
882,132500.0,GnomeBurough,Stormwatch,1086.0,557.418,sqm,6,Common,1,6,1044
883,170000.0,Meadowlands,Nighthaven,902.0,987.094375,sqm,6,Common,1,7,1246
884,139000.0,Meadowlands,Crystalhollow,627.0,1079.997375,sqm,7,Common,1,5,1588
885,129000.0,Meadowlands,Emberfall,701.0,723.807273,sqm,8,Gleaming,1,5,1391
886,124500.0,Meadowlands,Dragonspire,664.0,754.37236,sqm,7,Common,1,4,1246
887,150750.0,Meadowlands,Dragonspire,1020.0,686.367364,sqm,6,Common,1,5,1379
888,300000.0,GnomeBurough,Thornfield,1266.0,356.933326,sqm,5,Gleaming,1,8,1702
889,248500.0,Meadowlands,Brightforge,1331.0,870.50111,sqm,5,Gleaming,1,6,1442
890,378500.0,Meadowlands,Ravenstone,1552.0,1227.620242,sqm,5,Enchanting,0,9,1627
891,175000.0,Meadowlands,Duskwood,1112.0,2031.974416,sqm,5,Common,1,7,1522
892,135000.0,GnomeBurough,Mystvale,1129.0,958.75896,sqm,7,Common,1,6,1176
893,213500.0,Meadowlands,Sunspire,1382.0,858.888235,sqm,5,Gleaming,0,7,1648
894,139000.0,Meadowlands,Emberfall,862.0,819.032848,sqm,6,Common,1,5,1308
895,192000.0,Meadowlands,Dreamweaver,976.0,295.617346,sqm,5,Gleaming,1,8,1757
896,115000.0,GnomeBurough,Wolfsbane,1003.0,247.586495,sqm,6,Common,1,5,1567
898,123000.0,Meadowlands,Emberfall,701.0,664.25645,sqm,6,Common,1,5,1348
899,170000.0,Meadowlands,Verdantia,943.0,360.092028,sqm,5,Gleaming,1,8,1552
900,82500.0,Meadowlands,Nighthaven,1085.0,1105.5457,sqm,5,Common,1,7,1434
901,153500.0,Meadowlands,Nighthaven,826.0,942.03642,sqm,6,Common,1,5,1500
902,142000.0,Meadowlands,Dragonspire,913.0,1129.70048,sqm,5,Common,1,5,1221
903,149900.0,Meadowlands,Dragonspire,994.0,1024.441381,sqm,5,Common,1,6,1308
904,245500.0,Meadowlands,Mossheart,990.0,1390.107589,sqm,5,Gleaming,0,8,1502
905,124000.0,Meadowlands,Dragonspire,788.0,650.321,sqm,5,Common,1,5,1218
906,195000.0,AetherIsles,Wyverncliff,966.0,391.771951,sqm,5,Gleaming,0,6,1770
907,84000.0,Meadowlands,Shadowmere,649.0,1068.3845,sqm,3,Common,1,4,1390
908,144000.0,Meadowlands,Dragonspire,923.0,966.1912,sqm,5,Common,1,4,1276
909,181500.0,Meadowlands,Mossheart,970.0,891.8688,sqm,8,Common,1,6,1584
910,227000.0,Meadowlands,Wyverncliff,1221.0,929.03,sqm,5,Gleaming,0,8,1618
